Country Region,Province State,Confirmed,Deaths
US,South Dakota,1035,12
US,South Dakota,3137,42
US,South Dakota,681,16
US,South Dakota,938,16
US,South Dakota,1800,39
US,South Dakota,563,16
US,South Dakota,2038,50
US,South Dakota,1064,34
US,South Dakota,451,12
US,South Dakota,1499,41
US,South Dakota,561,12
US,South Dakota,653,6
US,South Dakota,201,3
US,South Dakota,4304,58
US,South Dakota,1728,36
US,South Dakota,306,8
US,South Dakota,628,21
US,South Dakota,415,20
US,South Dakota,177,2
US,South Dakota,1311,21
US,South Dakota,2326,28
US,South Dakota,6555,82
US,South Dakota,15472,101
US,South Dakota,1203,12
US,South Dakota,782,13
US,South Dakota,1341,31
US,South Dakota,425,9
US,South Dakota,6994,62
US,South Dakota,525,8
US,South Dakota,455,13
US,South Dakota,56973,509
US,South Dakota,1374,28
US,South Dakota,3916,62
US,South Dakota,32635,339
US,South Dakota,682,18
US,South Dakota,704,7
US,South Dakota,2423,52
US,South Dakota,573,6
US,South Dakota,1410,35
US,South Dakota,633,7
US,South Dakota,245,3
US,South Dakota,2968,52
US,South Dakota,1377,24
US,South Dakota,1962,62
US,South Dakota,0,0
US,South Dakota,3998,52
US,South Dakota,1309,26
US,South Dakota,5901,58
US,South Dakota,663,11
US,Tennessee,22047,321
US,Tennessee,14933,230
US,Tennessee,4471,90
US,Tennessee,4652,56
US,Tennessee,39027,418
US,Tennessee,33065,402
US,Tennessee,12204,160
US,Tennessee,4187,58
US,Tennessee,8940,155
US,Tennessee,16432,328
US,Tennessee,10896,119
US,Tennessee,5823,95
US,Tennessee,9084,176
US,Tennessee,2224,49
US,Tennessee,11553,209
US,Tennessee,16925,261
US,Tennessee,5171,84
US,Tennessee,16081,320
US,Tennessee,190685,1631
US,Tennessee,6276,100
US,Tennessee,3726,67
US,Tennessee,15853,240
US,Tennessee,12764,199
US,Tennessee,11395,180
US,Tennessee,5691,125
US,Tennessee,12829,176
US,Tennessee,17366,254
US,Tennessee,9397,186
US,Tennessee,6765,107
US,Tennessee,22029,363
US,Tennessee,3980,71
US,Tennessee,19679,347
US,Tennessee,99558,1116
US,Tennessee,2002,34
US,Tennessee,7582,116
US,Tennessee,8732,141
US,Tennessee,16606,303
US,Tennessee,6150,99
US,Tennessee,9094,154
US,Tennessee,8244,154
US,Tennessee,6815,108
US,Tennessee,2673,60
US,Tennessee,4837,70
US,Tennessee,3202,62
US,Tennessee,15692,259
US,Tennessee,5139,88
US,Tennessee,127162,1335
US,Tennessee,2737,40
US,Tennessee,7733,102
US,Tennessee,14258,191
US,Tennessee,3568,57
US,Tennessee,9973,165
US,Tennessee,14424,188
US,Tennessee,8422,145
US,Tennessee,29784,418
US,Tennessee,8833,127
US,Tennessee,10351,119
US,Tennessee,28867,330
US,Tennessee,16652,251
US,Tennessee,7629,118
US,Tennessee,3351,55
US,Tennessee,14482,235
US,Tennessee,50080,561
US,Tennessee,2237,40
US,Tennessee,6158,80
US,Tennessee,10753,187
US,Tennessee,48507,263
US,Tennessee,7147,121
US,Tennessee,2328,55
US,Tennessee,1764,36
US,Tennessee,4722,70
US,Tennessee,25068,302
US,Tennessee,9959,154
US,Tennessee,15764,231
US,Tennessee,21503,295
US,Tennessee,95505,879
US,Tennessee,9029,115
US,Tennessee,4204,66
US,Tennessee,30246,401
US,Tennessee,235017,3232
US,Tennessee,6157,83
US,Tennessee,3283,56
US,Tennessee,45676,697
US,Tennessee,53057,712
US,Tennessee,17588,230
US,Tennessee,4209,45
US,Tennessee,37714,282
US,Tennessee,5156,94
US,Tennessee,5393,72
US,Tennessee,1845,47
US,Tennessee,12982,175
US,Tennessee,38465,484
US,Tennessee,5687,63
US,Tennessee,9491,140
US,Tennessee,8224,127
US,Tennessee,61839,395
US,Tennessee,41556,475
US,Texas,9525,234
US,Texas,3790,71
US,Texas,15294,480
US,Texas,4081,81
US,Texas,2122,28
US,Texas,517,9
US,Texas,13469,231
US,Texas,5681,73
US,Texas,1444,39
US,Texas,3582,75
US,Texas,21670,232
US,Texas,809,32
US,Texas,8259,152
US,Texas,66749,882
US,Texas,552145,6058
US,Texas,2524,34
US,Texas,97,2
US,Texas,4051,70
US,Texas,20046,428
US,Texas,93151,978
US,Texas,60140,405
US,Texas,1056,29
US,Texas,455,8
US,Texas,1609,51
US,Texas,11286,228
US,Texas,5001,66
US,Texas,10802,166
US,Texas,14138,175
US,Texas,5685,48
US,Texas,2805,72
US,Texas,100792,2014
US,Texas,2833,74
US,Texas,1520,34
US,Texas,7196,194
US,Texas,2279,47
US,Texas,10298,69
US,Texas,7935,253
US,Texas,2624,31
US,Texas,2053,34
US,Texas,878,23
US,Texas,832,19
US,Texas,1621,69
US,Texas,208354,1482
US,Texas,701,16
US,Texas,3778,62
US,Texas,33431,543
US,Texas,3338,78
US,Texas,1074,11
US,Texas,7251,131
US,Texas,17176,210
US,Texas,281,9
US,Texas,1271,24
US,Texas,996,19
US,Texas,1870,45
US,Texas,509,14
US,Texas,2148,40
US,Texas,568094,6675
US,Texas,2802,93
US,Texas,6446,98
US,Texas,4786,111
US,Texas,1800,25
US,Texas,178410,1341
US,Texas,447,16
US,Texas,5743,51
US,Texas,1140,26
US,Texas,3331,69
US,Texas,2792,113
US,Texas,37266,696
US,Texas,465,11
US,Texas,206983,3701
US,Texas,48631,575
US,Texas,8654,123
US,Texas,3755,63
US,Texas,6820,183
US,Texas,4755,104
US,Texas,606,24
US,Texas,1947,48
US,Texas,199,11
US,Texas,180218,1214
US,Texas,2165,42
US,Texas,3854,82
US,Texas,5760,93
US,Texas,2052,83
US,Texas,95277,842
US,Texas,1262,27
US,Texas,5329,107
US,Texas,199,3
US,Texas,1197,32
US,Texas,4717,97
US,Texas,6165,124
US,Texas,27068,623
US,Texas,23093,671
US,Texas,8446,119
US,Texas,37871,397
US,Texas,6535,244
US,Texas,1089,23
US,Texas,1959,32
US,Texas,1919,29
US,Texas,555,19
US,Texas,12016,248
US,Texas,1012397,10837
US,Texas,13243,224
US,Texas,1354,3
US,Texas,893,39
US,Texas,59878,496
US,Texas,1231,7
US,Texas,15357,421
US,Texas,199850,3877
US,Texas,8864,191
US,Texas,7646,161
US,Texas,13336,272
US,Texas,7202,177
US,Texas,4140,107
US,Texas,6708,183
US,Texas,987,18
US,Texas,15729,359
US,Texas,6706,135
US,Texas,439,3
US,Texas,1501,28
US,Texas,3248,59
US,Texas,6070,185
US,Texas,223,9
US,Texas,46139,824
US,Texas,2604,22
US,Texas,11181,205
US,Texas,42629,730
US,Texas,4533,92
US,Texas,5628,68
US,Texas,35149,534
US,Texas,8135,118
US,Texas,82,2
US,Texas,206,4
US,Texas,9591,181
US,Texas,682,15
US,Texas,41,0
US,Texas,736,10
US,Texas,7169,145
US,Texas,491,24
US,Texas,2340,48
US,Texas,9575,254
US,Texas,4315,122
US,Texas,5513,90
US,Texas,4186,118
US,Texas,4235,60
US,Texas,3706,93
US,Texas,17959,401
US,Texas,5073,124
US,Texas,718,16
US,Texas,2138,41
US,Texas,3871,97
US,Texas,170,1
US,Texas,93340,1313
US,Texas,1486,38
US,Texas,3705,53
US,Texas,1675,59
US,Texas,1181,26
US,Texas,780,12
US,Texas,8276,175
US,Texas,20770,461
US,Texas,1285,47
US,Texas,57270,896
US,Texas,168,9
US,Texas,10167,196
US,Texas,511,12
US,Texas,39274,495
US,Texas,4916,101
US,Texas,1472,36
US,Texas,1861,47
US,Texas,4650,125
US,Texas,138289,1279
US,Texas,5575,110
US,Texas,2509,72
US,Texas,284,13
US,Texas,12227,256
US,Texas,12420,219
US,Texas,1363,60
US,Texas,3055,99
US,Texas,99217,1480
US,Texas,2416,48
US,Texas,560,6
US,Texas,14917,351
US,Texas,7017,152
US,Texas,4576,129
US,Texas,34166,445
US,Texas,2345,52
US,Texas,2720,71
US,Texas,7807,247
US,Texas,35653,701
US,Texas,965,36
US,Texas,1831,59
US,Texas,27235,487
US,Texas,856,14
US,Texas,807,24
US,Texas,2291,65
US,Texas,4597,73
US,Texas,1759,33
US,Texas,173,2
US,Texas,4526,76
US,Texas,26397,264
US,Texas,2284,66
US,Texas,10747,232
US,Texas,1237,88
US,Texas,1064,43
US,Texas,5493,100
US,Texas,11024,338
US,Texas,1237,35
US,Texas,521,9
US,Texas,4961,102
US,Texas,673,12
US,Texas,4432,130
US,Texas,497,16
US,Texas,45329,958
US,Texas,2105,35
US,Texas,19780,363
US,Texas,1829,45
US,Texas,245,6
US,Texas,352,7
US,Texas,844,12
US,Texas,1946,34
US,Texas,562063,5833
US,Texas,30483,715
US,Texas,121,3
US,Texas,2496,84
US,Texas,268,8
US,Texas,8570,127
US,Texas,40903,460
US,Texas,220412,1705
US,Texas,2501,72
US,Texas,3379,85
US,Texas,74696,23
US,Texas,7733,181
US,Texas,827,18
US,Texas,10557,141
US,Texas,14291,296
US,Texas,10356,278
US,Texas,18494,409
US,Texas,18368,211
US,Texas,9475,106
US,Texas,2810,43
US,Texas,9134,146
US,Texas,92871,1026
US,Texas,9047,208
US,Texas,1167,23
US,Texas,29881,669
US,Texas,3443,86
US,Texas,6946,127
US,Texas,132197,873
US,Texas,10873,157
US,Texas,1839,34
US,Texas,16883,265
US,Texas,7987,281
US,Texas,1101,41
US,Texas,3898,90
US,Texas,3667,52
US,Texas,4038,68
US,Utah,51462,242
US,Utah,20675,165
US,Utah,100025,399
US,Utah,340920,1615
US,Utah,3970,47
US,Utah,10023,77
US,Utah,63365,643
US,Utah,13438,25
US,Utah,21323,98
US,Utah,12699,105
US,Utah,3550,7
US,Utah,201389,781
US,Utah,10680,35
US,Utah,73646,442
US,Vermont,5413,15
US,Vermont,9396,66
US,Vermont,5595,24
US,Vermont,30573,163
US,Vermont,1265,3
US,Vermont,9400,66
US,Vermont,1012,5
US,Vermont,3811,17
US,Vermont,4883,14
US,Vermont,6176,37
US,Vermont,12352,71
US,Vermont,998,2
US,Vermont,9555,47
US,Vermont,6607,35
US,Vermont,8639,50
US,Virgin Islands,15606,110
US,Virginia,6934,105
US,Virginia,15959,152
US,Virginia,30008,186
US,Virginia,3481,94
US,Virginia,2605,60
US,Virginia,7176,84
US,Virginia,3747,51
US,Virginia,40959,321
US,Virginia,18939,209
US,Virginia,891,20
US,Virginia,16891,228
US,Virginia,1755,21
US,Virginia,7442,95
US,Virginia,4373,77
US,Virginia,3185,45
US,Virginia,4871,109
US,Virginia,3827,56
US,Virginia,2002,42
US,Virginia,11709,197
US,Virginia,6807,80
US,Virginia,6619,144
US,Virginia,1148,27
US,Virginia,2448,46
US,Virginia,10116,77
US,Virginia,49648,479
US,Virginia,72062,748
US,Virginia,2591,41
US,Virginia,4820,95
US,Virginia,1134,25
US,Virginia,1113,17
US,Virginia,11492,145
US,Virginia,1273,25
US,Virginia,11120,276
US,Virginia,3308,47
US,Virginia,5287,86
US,Virginia,1157,53
US,Virginia,2255,32
US,Virginia,175107,1423
US,Virginia,1953,42
US,Virginia,1955,16
US,Virginia,12963,140
US,Virginia,2551,46
US,Virginia,4934,42
US,Virginia,10737,188
US,Virginia,2459,52
US,Virginia,20528,241
US,Virginia,5279,38
US,Virginia,2549,75
US,Virginia,4037,46
US,Virginia,7281,101
US,Virginia,3894,47
US,Virginia,4034,79
US,Virginia,4021,61
US,Virginia,3313,39
US,Virginia,7006,151
US,Virginia,27490,318
US,Virginia,21605,274
US,Virginia,13215,157
US,Virginia,63974,897
US,Virginia,11575,259
US,Virginia,362,7
US,Virginia,6100,118
US,Virginia,7253,110
US,Virginia,14762,117
US,Virginia,4987,38
US,Virginia,3675,37
US,Virginia,1116,11
US,Virginia,1791,31
US,Virginia,6208,91
US,Virginia,2829,40
US,Virginia,67560,373
US,Virginia,6548,80
US,Virginia,2350,35
US,Virginia,20334,271
US,Virginia,2249,37
US,Virginia,9049,70
US,Virginia,3701,25
US,Virginia,3286,115
US,Virginia,1425,28
US,Virginia,6034,115
US,Virginia,1810,45
US,Virginia,18559,147
US,Virginia,2698,33
US,Virginia,4587,32
US,Virginia,36070,387
US,Virginia,41870,462
US,Virginia,2144,61
US,Virginia,2161,44
US,Virginia,1303,22
US,Virginia,4047,87
US,Virginia,6842,85
US,Virginia,5572,119
US,Virginia,3598,91
US,Virginia,8278,136
US,Virginia,13859,192
US,Virginia,2331,29
US,Virginia,20705,318
US,Virginia,5003,57
US,Virginia,4855,67
US,Virginia,8269,72
US,Virginia,94462,729
US,Virginia,7209,134
US,Virginia,4902,48
US,Virginia,926,9
US,Virginia,2630,27
US,Virginia,44086,485
US,Virginia,20938,267
US,Virginia,21086,358
US,Virginia,3253,75
US,Virginia,14414,224
US,Virginia,6800,106
US,Virginia,5612,96
US,Virginia,5711,104
US,Virginia,10779,221
US,Virginia,8719,168
US,Virginia,3324,89
US,Virginia,26539,284
US,Virginia,29989,169
US,Virginia,5612,109
US,Virginia,18583,293
US,Virginia,1085,19
US,Virginia,2416,40
US,Virginia,10145,164
US,Virginia,0,0
US,Virginia,88902,801
US,Virginia,8454,148
US,Virginia,13685,211
US,Virginia,5309,60
US,Virginia,3241,50
US,Virginia,1745,22
US,Virginia,6294,76
US,Virginia,10232,194
US,Virginia,7462,139
US,Virginia,9744,105
US,Washington,4911,38
US,Washington,4514,65
US,Washington,52187,463
US,Washington,20013,159
US,Washington,11174,137
US,Washington,87608,782
US,Washington,608,15
US,Washington,22512,342
US,Washington,11025,69
US,Washington,1402,29
US,Washington,32359,211
US,Washington,385,7
US,Washington,25542,213
US,Washington,16135,195
US,Washington,9950,73
US,Washington,2925,28
US,Washington,371624,2639
US,Washington,39021,333
US,Washington,8207,59
US,Washington,3475,44
US,Washington,17442,243
US,Washington,2200,27
US,Washington,12231,136
US,Washington,8460,120
US,Washington,3375,55
US,Washington,2479,36
US,Washington,190720,1369
US,Washington,1189,2
US,Washington,21939,197
US,Washington,1491,12
US,Washington,148633,1108
US,Washington,122777,1349
US,Washington,8046,140
US,Washington,46292,402
US,Washington,3312,7
US,Washington,528,6
US,Washington,15052,139
US,Washington,37040,287
US,Washington,8659,90
US,Washington,71337,766
US,West Virginia,4782,75
US,West Virginia,35588,282
US,West Virginia,6555,75
US,West Virginia,3893,42
US,West Virginia,5003,105
US,West Virginia,27330,372
US,West Virginia,1828,13
US,West Virginia,2335,40
US,West Virginia,2145,18
US,West Virginia,13026,194
US,West Virginia,2088,18
US,West Virginia,3764,56
US,West Virginia,9468,150
US,West Virginia,5811,71
US,West Virginia,6681,140
US,West Virginia,4173,49
US,West Virginia,19758,248
US,West Virginia,6864,133
US,West Virginia,14159,133
US,West Virginia,47045,708
US,West Virginia,5299,87
US,West Virginia,5505,76
US,West Virginia,9559,181
US,West Virginia,14916,176
US,West Virginia,8920,154
US,West Virginia,6631,91
US,West Virginia,5586,67
US,West Virginia,16892,258
US,West Virginia,7828,155
US,West Virginia,7916,119
US,West Virginia,24520,195
US,West Virginia,4174,43
US,West Virginia,4227,68
US,West Virginia,7287,92
US,West Virginia,11024,160
US,West Virginia,1936,17
US,West Virginia,2061,34
US,West Virginia,2006,28
US,West Virginia,9221,132
US,West Virginia,16582,176
US,West Virginia,22630,331
US,West Virginia,9361,82
US,West Virginia,2430,31
US,West Virginia,3137,37
US,West Virginia,2798,50
US,West Virginia,4501,72
US,West Virginia,1983,36
US,West Virginia,2196,31
US,West Virginia,0,0
US,West Virginia,6803,90
US,West Virginia,9802,117
US,West Virginia,2250,29
US,West Virginia,4313,81
US,West Virginia,1434,24
US,West Virginia,22123,339
US,West Virginia,6964,106
US,Wisconsin,4624,59
US,Wisconsin,3272,36
US,Wisconsin,13425,141
US,Wisconsin,3263,39
US,Wisconsin,83768,530
US,Wisconsin,3445,12
US,Wisconsin,3960,43
US,Wisconsin,14454,119
US,Wisconsin,18596,179
US,Wisconsin,7584,120
US,Wisconsin,15162,126
US,Wisconsin,4219,28
US,Wisconsin,123653,500
US,Wisconsin,27022,328
US,Wisconsin,6933,69
US,Wisconsin,11493,76
US,Wisconsin,13245,72
US,Wisconsin,30016,183
US,Wisconsin,1078,16
US,Wisconsin,31642,265
US,Wisconsin,2667,51
US,Wisconsin,12634,143
US,Wisconsin,9071,53
US,Wisconsin,5066,62
US,Wisconsin,5206,26
US,Wisconsin,1463,47
US,Wisconsin,5637,42
US,Wisconsin,21398,235
US,Wisconsin,7663,66
US,Wisconsin,43858,621
US,Wisconsin,5825,58
US,Wisconsin,34567,177
US,Wisconsin,3623,22
US,Wisconsin,5190,87
US,Wisconsin,6996,147
US,Wisconsin,20362,186
US,Wisconsin,39136,483
US,Wisconsin,11563,118
US,Wisconsin,3794,60
US,Wisconsin,1900,14
US,Wisconsin,267720,2252
US,Wisconsin,11898,88
US,Wisconsin,11367,116
US,Wisconsin,8461,135
US,Wisconsin,54133,399
US,Wisconsin,22077,176
US,Wisconsin,1954,18
US,Wisconsin,11487,72
US,Wisconsin,12254,121
US,Wisconsin,17891,159
US,Wisconsin,3246,32
US,Wisconsin,56082,677
US,Wisconsin,3830,46
US,Wisconsin,42628,383
US,Wisconsin,3405,54
US,Wisconsin,15804,127
US,Wisconsin,4529,61
US,Wisconsin,11631,148
US,Wisconsin,32352,309
US,Wisconsin,24464,145
US,Wisconsin,4813,72
US,Wisconsin,8353,63
US,Wisconsin,0,0
US,Wisconsin,5987,93
US,Wisconsin,5200,88
US,Wisconsin,26599,275
US,Wisconsin,3957,46
US,Wisconsin,37886,332
US,Wisconsin,111729,1078
US,Wisconsin,13587,249
US,Wisconsin,6361,87
US,Wisconsin,51397,376
US,Wisconsin,20826,229
US,Wyoming,9856,48
US,Wyoming,2575,60
US,Wyoming,12085,145
US,Wyoming,4613,52
US,Wyoming,3133,55
US,Wyoming,1346,28
US,Wyoming,13725,186
US,Wyoming,3626,56
US,Wyoming,1150,15
US,Wyoming,1844,19
US,Wyoming,26071,286
US,Wyoming,3966,30
US,Wyoming,22228,268
US,Wyoming,656,9
US,Wyoming,6743,142
US,Wyoming,1901,39
US,Wyoming,8049,78
US,Wyoming,1924,27
US,Wyoming,11045,124
US,Wyoming,9887,16
US,Wyoming,5633,39
US,Wyoming,0,0
US,Wyoming,2349,43
US,Wyoming,1583,18
Uganda,,163817,3595
Ukraine,Cherkasy Oblast,163768,2973
Ukraine,Chernihiv Oblast,126202,2751
Ukraine,Chernivtsi Oblast,150465,3290
Ukraine,Crimea Republic*,157596,4866
Ukraine,Dnipropetrovsk Oblast,303551,9454
Ukraine,Donetsk Oblast,216052,5607
Ukraine,Ivano-Frankivsk Oblast,181629,3476
Ukraine,Kharkiv Oblast,305661,6858
Ukraine,Kherson Oblast,107686,2881
Ukraine,Khmelnytskyi Oblast,201270,3703
Ukraine,Kiev,445098,8966
Ukraine,Kiev Oblast,226220,5019
Ukraine,Kirovohrad Oblast,45117,1741
Ukraine,Luhansk Oblast,80033,2392
Ukraine,Lviv Oblast,303357,6569
Ukraine,Mykolaiv Oblast,146174,3530
Ukraine,Odessa Oblast,325462,5917
Ukraine,Poltava Oblast,179994,4181
Ukraine,Rivne Oblast,171031,2530
Ukraine,Sevastopol*,73298,2088
Ukraine,Sumy Oblast,182268,3208
Ukraine,Ternopil Oblast,146363,2391
Ukraine,Vinnytsia Oblast,149845,3546
Ukraine,Volyn Oblast,132045,2394
Ukraine,Zakarpattia Oblast,112462,2724
Ukraine,Zaporizhia Oblast,215070,5866
Ukraine,Zhytomyr Oblast,192801,3538
United Arab Emirates,,889108,2302
United Kingdom,Anguilla,2633,9
United Kingdom,Bermuda,12354,127
United Kingdom,British Virgin Islands,6104,62
United Kingdom,Cayman Islands,20336,25
United Kingdom,Channel Islands,0,0
United Kingdom,England,17356644,142657
United Kingdom,Falkland Islands (Malvinas),119,0
United Kingdom,Gibraltar,16651,101
United Kingdom,Guernsey,20785,31
United Kingdom,Isle of Man,27329,81
United Kingdom,Jersey,44492,118
United Kingdom,Montserrat,174,2
United Kingdom,Northern Ireland,676487,3287
United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",4,0
United Kingdom,Scotland,1730889,11246
United Kingdom,Turks and Caicos Islands,5888,36
United Kingdom,Unknown,0,0
United Kingdom,Wales,849797,7092
Uruguay,,881152,7147
Uzbekistan,,237533,1637
Vanuatu,,1704,1
Venezuela,,519872,5673
Vietnam,,8599751,42145
West Bank and Gaza,,655468,5649
Winter Olympics 2022,,535,0
Yemen,,11803,2142
Zambia,,316312,3965
Zimbabwe,,245194,5432
